#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0     5444    0.454    1.625    0.305     4825    1.195
       1     3388    0.282    1.635    0.383    10061    1.172
       2     3168    0.264    1.670    0.361    11417    1.176
