#closestwater[Frame] closestwater[Mol] closestwater[Dist] closestwater[FirstAtm]
                   1                25             3.5418                   2075
                   1              2562             7.2243                   9686
                   2                25             3.8327                   2075
                   2              2562             7.0793                   9686
                   3                25             3.7790                   2075
                   3              3640             7.3854                  12920
                   4                25             3.1935                   2075
                   4              5117             7.3750                  17351
                   5                25             3.1153                   2075
                   5                88             6.6618                   2264
                   6                25             3.5578                   2075
                   6              1190             7.2869                   5570
                   7                25             2.8998                   2075
                   7              4296             7.5348                  14888
                   8                25             3.2289                   2075
                   8              5422             6.9648                  18266
                   9                25             4.1904                   2075
                   9               875             6.6147                   4625
                  10                25             3.9039                   2075
                  10               875             7.0957                   4625
                  11                25             3.5286                   2075
                  11              4430             7.1048                  15290
                  12                25             3.8241                   2075
                  12                88             7.4129                   2264
                  13                25             3.0820                   2075
                  13               829             6.8855                   4487
                  14                25             3.4851                   2075
                  14              2487             6.8860                   9461
                  15                25             3.3031                   2075
                  15              5511             6.9561                  18533
                  16                25             3.1364                   2075
                  16              5511             6.7755                  18533
                  17                25             4.0246                   2075
                  17                88             6.9852                   2264
                  18                25             3.6493                   2075
                  18              4430             7.2924                  15290
                  19                25             3.3469                   2075
                  19              3525             6.9391                  12575
                  20                25             3.5072                   2075
                  20              4477             6.5532                  15431
                  21                25             3.2177                   2075
                  21               591             6.4748                   3773
                  22                25             2.8443                   2075
                  22              4477             7.0820                  15431
                  23                25             3.6776                   2075
                  23              4418             7.0027                  15254
                  24                25             3.5730                   2075
                  24              2487             6.7881                   9461
                  25                25             3.1118                   2075
                  25              2783             6.4560                  10349
                  26                25             3.0329                   2075
                  26               516             6.7211                   3548
                  27                25             3.8965                   2075
                  27              3709             6.7884                  13127
                  28                25             3.1534                   2075
                  28              3709             6.8415                  13127
                  29                25             4.2335                   2075
                  29              2487             7.0954                   9461
                  30                25             4.9142                   2075
                  30              4642             7.1340                  15926
                  31                25             3.7613                   2075
                  31               862             6.8249                   4586
                  32                25             3.4263                   2075
                  32              4293             6.7692                  14879
                  33                25             3.4976                   2075
                  33               995             7.4344                   4985
                  34                25             3.5207                   2075
                  34              2682             7.1037                  10046
                  35                25             3.3216                   2075
                  35                88             6.9600                   2264
                  36                25             3.4484                   2075
                  36              3460             7.1060                  12380
                  37                25             3.4942                   2075
                  37              2783             6.7166                  10349
                  38                25             3.2723                   2075
                  38              1237             7.1708                   5711
                  39                25             3.2558                   2075
                  39              1237             7.0166                   5711
                  40                25             3.1537                   2075
                  40              5297             7.2806                  17891
                  41                25             2.8919                   2075
                  41              3230             6.9797                  11690
                  42                25             3.4835                   2075
                  42              3230             7.5977                  11690
                  43                25             3.6800                   2075
                  43              5578             6.7847                  18734
                  44                25             3.2213                   2075
                  44               553             6.8670                   3659
                  45                25             3.5121                   2075
                  45              5700             6.9008                  19100
                  46                25             3.5996                   2075
                  46              1543             6.9868                   6629
                  47                25             3.7944                   2075
                  47              4721             6.8005                  16163
                  48                25             3.5423                   2075
                  48              4625             6.9207                  15875
                  49                25             5.1606                   2075
                  49              1996             7.1127                   7988
                  50                25             3.1723                   2075
                  50                88             7.7551                   2264
                  51                25             3.3307                   2075
                  51              4625             7.0067                  15875
                  52                25             4.1526                   2075
                  52              1996             7.3369                   7988
                  53                25             3.2101                   2075
                  53              2918             7.5054                  10754
                  54                25             3.9926                   2075
                  54              2918             7.2107                  10754
                  55                25             3.2223                   2075
                  55              3126             7.0873                  11378
                  56                25             4.1707                   2075
                  56              3511             7.0673                  12533
                  57                25             3.4229                   2075
                  57              1340             7.1036                   6020
                  58                25             3.7383                   2075
                  58              1845             6.5371                   7535
                  59                25             3.3745                   2075
                  59              1325             7.2023                   5975
                  60                25             4.1895                   2075
                  60              1123             7.2071                   5369
                  61                25             4.3146                   2075
                  61              1123             7.3342                   5369
                  62                25             3.3050                   2075
                  62              3193             7.2029                  11579
                  63                25             3.4367                   2075
                  63              3995             6.6380                  13985
                  64                25             3.8391                   2075
                  64              1935             6.9872                   7805
                  65                25             3.1292                   2075
                  65              5345             7.0655                  18035
                  66                25             3.7445                   2075
                  66              4034             6.9484                  14102
                  67                25             3.3821                   2075
                  67                88             6.8273                   2264
                  68                25             3.6349                   2075
                  68              1272             7.4267                   5816
                  69                25             3.0506                   2075
                  69                56             7.0353                   2168
                  70                25             3.0252                   2075
                  70                56             7.0599                   2168
                  71                25             3.5347                   2075
                  71              3359             7.6033                  12077
                  72                25             3.8054                   2075
                  72                88             7.1760                   2264
                  73                25             3.4933                   2075
                  73              1618             7.0199                   6854
                  74                25             2.7474                   2075
                  74              2563             6.7179                   9689
                  75                25             2.8952                   2075
                  75              3892             7.2870                  13676
                  76                25             3.4121                   2075
                  76              4035             7.1405                  14105
                  77                25             3.9052                   2075
                  77              4108             6.9408                  14324
                  78                25             3.3350                   2075
                  78              3184             6.8445                  11552
                  79                25             3.2644                   2075
                  79              3480             6.9071                  12440
                  80                25             3.1467                   2075
                  80                88             7.2144                   2264
                  81                25             4.2045                   2075
                  81              1094             6.8378                   5282
                  82                25             4.0332                   2075
                  82              4885             7.0111                  16655
                  83                25             3.6040                   2075
                  83              2989             6.7378                  10967
                  84                25             4.0760                   2075
                  84              5682             7.4692                  19046
                  85                25             4.0566                   2075
                  85              5682             6.8901                  19046
                  86                25             4.1366                   2075
                  86              5682             6.9638                  19046
                  87                25             4.1440                   2075
                  87              4420             7.0009                  15260
                  88                25             3.5702                   2075
                  88              3230             6.8753                  11690
                  89                25             3.1383                   2075
                  89               670             6.9777                   4010
                  90                25             4.0120                   2075
                  90              2439             7.0989                   9317
                  91                25             3.6197                   2075
                  91              1052             7.1364                   5156
                  92                25             3.4678                   2075
                  92              5398             6.8863                  18194
                  93                25             3.8179                   2075
                  93              5134             6.6331                  17402
                  94                25             3.0560                   2075
                  94              2439             6.8245                   9317
                  95                25             3.6261                   2075
                  95              3679             7.2677                  13037
                  96                25             3.0135                   2075
                  96              5565             6.2841                  18695
                  97                25             4.1300                   2075
                  97              1052             6.8949                   5156
                  98                25             4.0229                   2075
                  98              2439             6.9891                   9317
                  99                25             3.9934                   2075
                  99              2439             6.1880                   9317
                 100                25             3.0849                   2075
                 100              1399             6.6824                   6197
                 101                25             3.9482                   2075
                 101                88             7.6042                   2264
                 102                25             3.6097                   2075
                 102              4021             6.5472                  14063
                 103                25             3.1783                   2075
                 103              4021             6.8300                  14063
                 104                25             3.5983                   2075
                 104              2439             7.1825                   9317
                 105                25             3.7917                   2075
                 105                88             7.2603                   2264
                 106                25             3.5421                   2075
                 106                88             7.4428                   2264
                 107                25             4.0978                   2075
                 107              2613             7.2177                   9839
                 108                25             3.6667                   2075
                 108              3167             6.9029                  11501
                 109                25             3.2972                   2075
                 109              5721             7.2319                  19163
                 110                25             3.6714                   2075
                 110              4208             6.9435                  14624
                 111                25             4.0863                   2075
                 111              5721             7.0509                  19163
                 112                25             3.6711                   2075
                 112              5721             6.9780                  19163
                 113                25             3.5617                   2075
                 113              5204             7.5433                  17612
                 114                25             3.9668                   2075
                 114                88             6.6608                   2264
