#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0     5241    0.437    0.884    0.393     6393    1.057
       1     4625    0.385    0.959    0.379     5566    1.187
       2     2134    0.178    0.886    0.433     1486    1.165
