#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0     6410    0.534    1.576    0.308     1379    1.188
       1     3069    0.256    1.675    0.302     3744    1.140
       2     2521    0.210    1.680    0.424     2568    1.286
