#closestwater[Frame] closestwater[Mol] closestwater[Dist] closestwater[FirstAtm]
                   1                57             7.0729                   2173
                   2                57             7.1643                   2173
                   3                57             7.1901                   2173
                   4                57             7.4328                   2173
                   5                57             6.5382                   2173
                   6                57             5.9880                   2173
                   7                57             7.3340                   2173
                   8                57             6.8901                   2173
                   9                57             8.2903                   2173
                  10                57             7.0711                   2173
                  11                57             7.9212                   2173
                  12                57             6.0879                   2173
                  13                57             6.9224                   2173
                  14                57             7.7281                   2173
                  15                57             7.0767                   2173
                  16                57             7.0696                   2173
                  17                57             7.3755                   2173
                  18                57             7.1143                   2173
                  19              2748             8.4631                  10246
                  20                57             7.1292                   2173
                  21                57             7.2478                   2173
                  22                57             7.7178                   2173
                  23                57             7.3306                   2173
                  24              3617             8.2083                  12853
                  25              3617             8.0010                  12853
                  26              3952             8.1005                  13858
                  27              3617             8.5312                  12853
                  28                57             7.7834                   2173
                  29              3604             7.8307                  12814
                  30               993             7.7826                   4981
                  31                57             7.5054                   2173
                  32                57             7.3776                   2173
                  33                57             7.0535                   2173
                  34                57             7.1671                   2173
                  35                57             6.7347                   2173
                  36                57             6.5261                   2173
                  37                57             7.3243                   2173
                  38                57             6.4656                   2173
                  39                57             6.2319                   2173
                  40                57             7.1408                   2173
                  41                57             6.5644                   2173
                  42                57             7.0658                   2173
                  43                57             7.3274                   2173
                  44                57             7.5030                   2173
                  45                57             7.2911                   2173
                  46                57             7.5212                   2173
                  47                57             7.3141                   2173
                  48                57             8.2273                   2173
                  49                57             8.0038                   2173
                  50                57             7.3468                   2173
                  51                57             7.8835                   2173
                  52                57             7.9324                   2173
                  53                57             6.9213                   2173
                  54                57             6.9560                   2173
                  55                57             7.6420                   2173
                  56              3617             8.1624                  12853
                  57                57             7.1693                   2173
                  58                57             7.6129                   2173
                  59                57             7.2675                   2173
                  60                57             7.9085                   2173
                  61              3617             7.3817                  12853
                  62              3617             8.3024                  12853
                  63                57             7.3395                   2173
                  64                57             6.9644                   2173
                  65                57             7.8532                   2173
                  66                57             7.5121                   2173
                  67                57             7.5245                   2173
                  68                57             7.7663                   2173
                  69                57             7.2482                   2173
                  70                57             7.3555                   2173
                  71                57             6.5675                   2173
                  72                57             7.7455                   2173
                  73                57             8.2841                   2173
                  74                57             7.1149                   2173
                  75                57             6.4703                   2173
                  76                57             7.6913                   2173
                  77                57             8.1847                   2173
                  78              3694             7.6879                  13084
                  79                57             7.8305                   2173
                  80                57             7.2997                   2173
                  81                57             7.4287                   2173
                  82                57             6.3797                   2173
                  83                57             7.7490                   2173
                  84                57             6.6471                   2173
                  85                57             7.4221                   2173
                  86              3694             8.4123                  13084
                  87                57             8.1803                   2173
                  88                57             7.0709                   2173
                  89                57             7.5167                   2173
                  90                57             7.0374                   2173
                  91                57             6.9763                   2173
                  92                57             7.7832                   2173
                  93                57             6.7480                   2173
                  94                57             7.2539                   2173
                  95                57             6.6334                   2173
                  96                57             7.1130                   2173
                  97              3694             7.9349                  13084
                  98                57             7.1840                   2173
                  99                57             8.0608                   2173
                 100                57             7.9498                   2173
                 101                57             7.8936                   2173
                 102                57             7.5552                   2173
                 103                57             7.0577                   2173
                 104                57             7.3367                   2173
                 105                57             7.7815                   2173
                 106                57             6.9149                   2173
                 107                57             7.4054                   2173
                 108                57             7.4262                   2173
                 109                57             7.1243                   2173
                 110                57             7.4374                   2173
                 111                57             5.2110                   2173
                 112                57             6.7850                   2173
                 113                57             7.7627                   2173
                 114                57             6.1552                   2173
                 115              3694             8.0461                  13084
                 116                57             7.1479                   2173
                 117                57             8.4181                   2173
                 118                57             6.3074                   2173
                 119                57             7.1442                   2173
                 120                57             6.7590                   2173
                 121                57             7.8125                   2173
                 122                57             6.4078                   2173
                 123              3694             7.9208                  13084
                 124                57             7.3703                   2173
                 125              3694             8.1067                  13084
                 126                57             7.6677                   2173
                 127                57             7.0905                   2173
                 128                57             6.0252                   2173
                 129                57             5.7854                   2173
                 130                57             7.2224                   2173
                 131                57             8.1522                   2173
                 132                57             7.5114                   2173
                 133                57             7.0390                   2173
                 134                57             7.5086                   2173
                 135                57             7.8337                   2173
                 136                57             6.9447                   2173
                 137                57             7.2452                   2173
                 138                57             7.7190                   2173
                 139                57             8.4826                   2173
                 140                57             6.6892                   2173
                 141                57             6.6949                   2173
                 142                57             7.1625                   2173
                 143                57             7.4195                   2173
                 144                57             8.3061                   2173
                 145                57             7.4219                   2173
                 146                57             5.7739                   2173
                 147                57             7.8190                   2173
                 148                57             7.1902                   2173
                 149               652             7.2524                   3958
                 150                57             7.4620                   2173
                 151                57             6.9376                   2173
                 152                57             7.3442                   2173
                 153                57             7.5260                   2173
                 154                57             7.3100                   2173
                 155                57             7.6452                   2173
                 156                57             7.3935                   2173
                 157                57             7.5659                   2173
                 158                57             6.5983                   2173
                 159                57             7.7460                   2173
                 160                57             6.6389                   2173
                 161                57             6.8514                   2173
                 162                57             7.6940                   2173
                 163                57             7.8102                   2173
                 164                57             7.4952                   2173
                 165               652             8.0761                   3958
                 166                57             7.5704                   2173
                 167                57             7.7684                   2173
                 168               652             7.8674                   3958
                 169                57             6.5964                   2173
                 170                57             8.3145                   2173
                 171                57             7.6766                   2173
                 172                57             7.6670                   2173
                 173                57             7.7852                   2173
                 174                57             6.5738                   2173
                 175                57             7.8654                   2173
                 176                57             6.4935                   2173
                 177                57             7.9689                   2173
                 178                57             7.9520                   2173
                 179                57             7.6916                   2173
                 180                57             8.0877                   2173
                 181                57             6.5111                   2173
                 182                57             8.0710                   2173
                 183                57             6.6689                   2173
                 184                57             6.8861                   2173
                 185               928             7.0379                   4786
                 186               928             6.2069                   4786
                 187                57             6.6723                   2173
                 188                57             6.5179                   2173
                 189                57             5.5035                   2173
                 190                57             5.3477                   2173
                 191                57             6.2006                   2173
                 192                57             6.1205                   2173
                 193                57             6.5216                   2173
                 194                57             7.3713                   2173
                 195                57             8.3618                   2173
                 196                57             7.7108                   2173
                 197                57             7.6607                   2173
                 198                57             8.3521                   2173
                 199              3101             8.4851                  11305
                 200                57             6.6077                   2173
                 201                57             6.4754                   2173
                 202                57             5.8381                   2173
                 203                57             3.6372                   2173
                 204              1087             8.0725                   5263
                 205              2534             7.2922                   9604
                 206              2534             7.8893                   9604
                 207                57             6.2206                   2173
                 208                57             7.1232                   2173
                 209                57             6.4764                   2173
                 210                57             5.5071                   2173
                 211                57             5.8177                   2173
                 212                57             7.3694                   2173
                 213                57             6.0233                   2173
                 214                57             5.1764                   2173
                 215                57             7.3624                   2173
                 216                57             7.0460                   2173
                 217                57             7.5634                   2173
                 218              2534             7.1415                   9604
                 219                57             8.2211                   2173
                 220              2534             7.0210                   9604
                 221                57             7.2581                   2173
                 222                57             7.4900                   2173
                 223              2534             8.2368                   9604
                 224                57             7.7303                   2173
                 225                57             7.3196                   2173
                 226                57             6.4343                   2173
                 227                57             6.3110                   2173
                 228                57             6.8033                   2173
                 229                57             7.3230                   2173
                 230                57             7.9990                   2173
                 231                57             7.7522                   2173
                 232                57             7.0856                   2173
                 233                57             7.3667                   2173
                 234              2534             8.2957                   9604
                 235                57             7.9978                   2173
                 236                57             7.3560                   2173
                 237                57             5.3391                   2173
                 238                57             6.4514                   2173
                 239                57             7.9277                   2173
                 240                57             6.6362                   2173
                 241                57             6.7942                   2173
                 242                57             7.0234                   2173
                 243                57             6.2667                   2173
                 244                57             6.6712                   2173
                 245                57             7.4006                   2173
                 246                57             6.5792                   2173
                 247                57             6.4990                   2173
                 248                57             6.7737                   2173
                 249                57             6.4562                   2173
                 250                57             7.3417                   2173
                 251                57             6.3828                   2173
                 252                57             6.3593                   2173
                 253                57             6.1922                   2173
                 254                57             7.5809                   2173
                 255                57             7.4862                   2173
                 256                57             6.5712                   2173
                 257                57             7.6140                   2173
                 258                57             6.8310                   2173
                 259                57             7.1076                   2173
                 260                57             7.0574                   2173
                 261                57             6.2160                   2173
                 262                57             5.3922                   2173
                 263                57             7.3038                   2173
                 264                57             6.8002                   2173
                 265                57             5.8765                   2173
                 266                57             6.9021                   2173
                 267                57             5.5435                   2173
                 268                57             7.0036                   2173
                 269                57             7.3996                   2173
                 270                57             8.2692                   2173
                 271                57             5.9673                   2173
                 272                57             6.2619                   2173
                 273                57             6.4753                   2173
                 274                57             4.0085                   2173
                 275                57             5.9674                   2173
                 276                57             5.6752                   2173
                 277                57             6.5171                   2173
                 278                57             6.2093                   2173
                 279                57             7.4490                   2173
                 280                57             6.3682                   2173
                 281                57             6.5302                   2173
                 282                57             6.3319                   2173
                 283                57             5.6315                   2173
                 284                57             6.6941                   2173
                 285                57             6.2617                   2173
                 286                57             7.9472                   2173
                 287                57             7.8327                   2173
                 288                57             6.1911                   2173
                 289                57             7.1090                   2173
                 290                57             7.1621                   2173
                 291                57             7.2272                   2173
                 292                57             7.4009                   2173
                 293                57             7.4922                   2173
                 294                57             6.6189                   2173
                 295                57             6.5761                   2173
                 296                57             6.5872                   2173
                 297                57             7.1917                   2173
                 298                57             6.1462                   2173
                 299                57             6.6064                   2173
                 300                57             7.1820                   2173
                 301                57             6.7529                   2173
                 302                57             6.8473                   2173
                 303                57             7.4478                   2173
                 304                57             6.3896                   2173
                 305                57             6.9699                   2173
                 306                57             6.6020                   2173
                 307                57             7.4156                   2173
                 308                57             7.0360                   2173
                 309                57             6.4647                   2173
                 310                57             6.4990                   2173
                 311                57             6.2065                   2173
                 312                57             7.3502                   2173
                 313                57             6.4338                   2173
                 314                57             6.7978                   2173
                 315                57             5.9916                   2173
                 316                57             6.6019                   2173
                 317                57             6.4592                   2173
                 318                57             8.3310                   2173
                 319                57             5.9576                   2173
                 320                57             7.4162                   2173
                 321                57             6.0379                   2173
                 322                57             6.8047                   2173
                 323                57             6.5853                   2173
                 324                57             5.9366                   2173
                 325                57             6.0533                   2173
                 326                57             6.4329                   2173
                 327                57             6.5901                   2173
                 328                57             6.4384                   2173
                 329                57             6.6174                   2173
                 330                57             6.5830                   2173
                 331                57             7.3870                   2173
                 332                57             7.2468                   2173
                 333                57             6.5959                   2173
                 334                57             7.2500                   2173
                 335              2571             8.3217                   9715
                 336                57             5.9888                   2173
                 337                57             5.6793                   2173
                 338                57             6.4031                   2173
                 339                57             6.3809                   2173
                 340                57             7.1236                   2173
                 341                57             5.6942                   2173
                 342                57             5.4581                   2173
                 343                57             4.2681                   2173
                 344                57             6.0797                   2173
                 345                57             5.7276                   2173
                 346                57             7.3944                   2173
                 347                57             6.3094                   2173
                 348                57             6.9570                   2173
                 349                57             7.0767                   2173
                 350                57             6.6030                   2173
                 351                57             7.8074                   2173
                 352                57             6.1281                   2173
                 353                57             6.9449                   2173
                 354                57             6.9932                   2173
                 355                57             7.2757                   2173
                 356                57             5.9864                   2173
                 357                57             7.4803                   2173
                 358                57             6.4494                   2173
                 359                57             7.0412                   2173
                 360                57             7.2099                   2173
                 361              2454             6.5479                   9364
                 362                57             7.4135                   2173
                 363                57             6.4906                   2173
                 364                57             7.0026                   2173
                 365                57             6.7619                   2173
                 366                57             6.0558                   2173
                 367                57             6.6857                   2173
                 368                57             7.7399                   2173
                 369                57             7.1994                   2173
                 370                57             7.5660                   2173
                 371                57             7.4672                   2173
                 372                57             7.5912                   2173
                 373                57             6.8645                   2173
                 374                57             5.2072                   2173
                 375                57             3.4313                   2173
                 376                57             7.1291                   2173
                 377                57             7.5485                   2173
                 378                57             6.1799                   2173
                 379                57             6.0889                   2173
                 380                57             7.0304                   2173
                 381                57             6.5757                   2173
                 382                57             7.5259                   2173
                 383                57             6.9151                   2173
                 384                57             7.5616                   2173
                 385                57             6.5862                   2173
