#closestwater[Frame] closestwater[Mol] closestwater[Dist] closestwater[FirstAtm]
                   1               278             1.5705                   2836
                   1              1760             1.7262                   7282
                   1              3947             1.7305                  13843
                   1              2742             1.7483                  10228
                   1              3816             1.7613                  13450
                   1              3914             1.7672                  13744
                   1              3990             1.7755                  13972
                   1              4002             1.7775                  14008
                   1              1056             1.7882                   5170
                   1              2693             1.8148                  10081
                   2              2504             1.7149                   9514
                   2              1121             1.7152                   5365
                   2              2801             1.7493                  10405
                   2              1663             1.7518                   6991
                   2              4184             1.7527                  14554
                   2               699             1.7539                   4099
                   2              3884             1.7608                  13654
                   2                 9             1.7720                   2029
                   2               689             1.7739                   4069
                   2               919             1.7855                   4759
                   3               128             1.7126                   2386
                   3               805             1.7338                   4417
                   3              2642             1.7437                   9928
                   3                 5             1.7689                   2017
                   3              1654             1.7736                   6964
                   3              2856             1.7876                  10570
                   3              4117             1.7900                  14353
                   3              2489             1.7919                   9469
                   3              2976             1.7989                  10930
                   3              1545             1.8007                   6637
                   4               371             1.6656                   3115
                   4              2912             1.7232                  10738
                   4              1963             1.7306                   7891
                   4              4035             1.7516                  14107
                   4              3496             1.7522                  12490
                   4              1419             1.7663                   6259
                   4               212             1.7758                   2638
                   4              2141             1.7928                   8425
                   4               100             1.8042                   2302
                   4              1811             1.8046                   7435
                   5              3816             1.6597                  13450
                   5              1147             1.6815                   5443
                   5              1908             1.7067                   7726
                   5              3628             1.7323                  12886
                   5              1333             1.7434                   6001
                   5              2267             1.7438                   8803
                   5              1784             1.7483                   7354
                   5              4042             1.7493                  14128
                   5              3849             1.7749                  13549
                   5               226             1.7930                   2680
                   6              3701             1.6787                  13105
                   6              4126             1.6814                  14380
                   6              3158             1.7123                  11476
                   6              2727             1.7298                  10183
                   6              3238             1.7614                  11716
                   6              3229             1.7693                  11689
                   6              3528             1.7734                  12586
                   6              4192             1.7825                  14578
                   6              3185             1.7827                  11557
                   6              4111             1.7909                  14335
                   7              3859             1.6294                  13579
                   7              3399             1.6637                  12199
                   7              1583             1.6848                   6751
                   7               672             1.7161                   4018
                   7               774             1.7249                   4324
                   7                46             1.7461                   2140
                   7               655             1.7563                   3967
                   7               958             1.7656                   4876
                   7              3383             1.7720                  12151
                   7              1406             1.7796                   6220
                   8               674             1.6802                   4024
                   8              3982             1.7057                  13948
                   8               188             1.7243                   2566
                   8              2357             1.7262                   9073
                   8               269             1.7556                   2809
                   8               387             1.7752                   3163
                   8              3286             1.7769                  11860
                   8              2573             1.7805                   9721
                   8              4094             1.7844                  14284
                   8              3348             1.7848                  12046
                   9              1387             1.7204                   6163
                   9              1585             1.7211                   6757
                   9              2674             1.7331                  10024
                   9              1980             1.7561                   7942
                   9              3962             1.7611                  13888
                   9              3928             1.7695                  13786
                   9              3712             1.7697                  13138
                   9              3858             1.7723                  13576
                   9              3997             1.7725                  13993
                   9               876             1.7730                   4630
                  10              1044             1.5317                   5134
                  10              3554             1.6955                  12664
                  10               601             1.7332                   3805
                  10               196             1.7481                   2590
                  10              3012             1.7563                  11038
                  10               731             1.7645                   4195
                  10              3143             1.7698                  11431
                  10              2389             1.7763                   9169
                  10              1655             1.7817                   6967
                  10               343             1.7892                   3031
                  11              2813             1.6958                  10441
                  11              3937             1.7149                  13813
                  11              1609             1.7213                   6829
                  11              2409             1.7318                   9229
                  11              3375             1.7512                  12127
                  11              1344             1.7541                   6034
                  11              4111             1.7620                  14335
                  11              1655             1.7702                   6967
                  11              1925             1.7734                   7777
                  11              1172             1.7738                   5518
                  12               382             1.5883                   3148
                  12              2818             1.6109                  10456
                  12               920             1.6680                   4762
                  12              3399             1.6876                  12199
                  12              1898             1.7268                   7696
                  12              4005             1.7413                  14017
                  12              1614             1.7591                   6844
                  12                49             1.7679                   2149
                  12               768             1.7732                   4306
                  12               606             1.7888                   3820
                  13               822             1.6964                   4468
                  13              1104             1.6992                   5314
                  13              4246             1.7482                  14740
                  13              1159             1.7673                   5479
                  13              2278             1.7778                   8836
                  13              4071             1.7779                  14215
                  13              3118             1.7807                  11356
                  13              3568             1.7832                  12706
                  13              1688             1.7837                   7066
                  13              1597             1.7844                   6793
                  14              1908             1.5881                   7726
                  14              2196             1.6457                   8590
                  14              1654             1.6608                   6964
                  14              1950             1.6846                   7852
                  14                73             1.6898                   2221
                  14                79             1.7357                   2239
                  14              4245             1.7569                  14737
                  14              2115             1.7572                   8347
                  14                81             1.7617                   2245
                  14              2739             1.7621                  10219
                  15              2832             1.6770                  10498
                  15              3965             1.6831                  13897
                  15               401             1.7170                   3205
                  15              3670             1.7508                  13012
                  15              3976             1.7649                  13930
                  15               860             1.7663                   4582
                  15              3918             1.7699                  13756
                  15              4043             1.7822                  14131
                  15              2946             1.7992                  10840
                  15               353             1.8087                   3061
                  16              1663             1.6852                   6991
                  16              1067             1.6903                   5203
                  16              3411             1.7154                  12235
                  16              1308             1.7162                   5926
                  16              1875             1.7217                   7627
                  16              1228             1.7511                   5686
                  16              3045             1.7520                  11137
                  16              4024             1.7530                  14074
                  16              2845             1.7607                  10537
                  16               238             1.7650                   2716
                  17               674             1.6462                   4024
                  17              1853             1.6905                   7561
                  17              3427             1.6940                  12283
                  17              3227             1.7271                  11683
                  17              1750             1.7432                   7252
                  17               966             1.7441                   4900
                  17              1315             1.7511                   5947
                  17               836             1.7514                   4510
                  17              1532             1.7517                   6598
                  17               268             1.7605                   2806
                  18              1603             1.6660                   6811
                  18              3959             1.6799                  13879
                  18              2345             1.7386                   9037
                  18              1569             1.7504                   6709
                  18              2786             1.7599                  10360
                  18              2589             1.7617                   9769
                  18              2517             1.7803                   9553
